Season,Division,Team,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2018,NFC West,SF,1,@MIN,6,46.5,"L, 16-24",Lost,Under
2017,NFC West,SF,4,@ARI,6,43,"L, 15-18",Won,Under
2016,NFC West,SF,15,@LAR,6,39.5,"W, 22-21",Won,Over
2009,NFC West,SF,10,@GNB,6,42,"L, 24-30",Push,Over
2006,NFC West,SF,3,PHI,6,42.5,"L, 24-38",Lost,Over
2006,NFC West,SF,9,@DET,6,46.5,"W, 19-13",Won,Under
2002,NFC West,SF,18,@TAM,6,39.5,"L, 6-31",Lost,Under
2024,NFC West,SF,11,@GNB,5.5,44.5,"L, 10-38",Lost,Over
2021,NFC West,SF,19,@GNB,5.5,47,"W, 13-10",Won,Under
2019,NFC West,SF,12,@BAL,5.5,45,"L, 17-20",Won,Under
2018,NFC West,SF,3,@KAN,5.5,53,"L, 27-38",Lost,Over
2015,NFC West,SF,14,CIN,5.5,40.5,"L, 14-24",Lost,Under
2014,NFC West,SF,9,@NOR,5.5,49,"W, 27-24",Won,Over
2012,NFC West,SF,1,@GNB,5.5,46.5,"W, 30-22",Won,Over
2008,NFC West,SF,14,@MIA,5.5,41,"L, 9-14",Won,Under
2021,NFC West,SF,5,@ARI,5,48.5,"L, 10-17",Lost,Under
2020,NFC West,SF,11,@LAR,5,45,"W, 23-20",Won,Under
2020,NFC West,SF,15,@ARI,5,48.5,"W, 20-12",Won,Under
2016,NFC West,SF,8,NOR,5,53,"L, 23-41",Lost,Over
2012,NFC West,SF,14,@NWE,5,47.5,"W, 41-34",Won,Over
2011,NFC West,SF,6,@DET,5,45,"W, 25-19",Won,Under
2010,NFC West,SF,2,NOR,5,43.5,"L, 22-25",Won,Over
2008,NFC West,SF,6,PHI,5,41.5,"L, 26-40",Lost,Over
2008,NFC West,SF,13,NYJ,5,45.5,"W, 24-14",Won,Under
2003,NFC West,SF,7,TAM,5,39,"W, 24-7",Won,Under
2003,NFC West,SF,9,STL,5,44,"W, 30-10",Won,Under
2024,NFC West,SF,17,@ARI,4.5,43,"L, 24-47",Lost,Over
2017,NFC West,SF,1,CAR,4.5,45.5,"L, 3-23",Lost,Under
2009,NFC West,SF,1,@ARI,4.5,45,"W, 20-16",Won,Under
2006,NFC West,SF,11,@STL,4.5,45,"L, 17-20",Won,Under
2005,NFC West,SF,1,STL,4.5,46,"W, 28-25",Won,Over
2021,NFC West,SF,9,LAR,4,49.5,"W, 31-10",Won,Under
2018,NFC West,SF,15,CHI,4,44,"L, 9-14",Lost,Under
2017,NFC West,SF,15,JAX,4,43,"W, 44-33",Won,Over
2013,NFC West,SF,19,@SEA,4,40.5,"L, 17-23",Lost,Under
2009,NFC West,SF,13,ARI,4,45,"W, 24-9",Won,Under
2008,NFC West,SF,4,@NOR,4,48.5,"L, 17-31",Lost,Under
2006,NFC West,SF,8,MIN,4,43,"W, 9-3",Won,Under
2004,NFC West,SF,4,STL,4,44,"L, 14-24",Lost,Under
2024,NFC West,SF,16,DET,3.5,50.5,"L, 34-40",Lost,Over
2021,NFC West,SF,17,@LAR,3.5,44.5,"W, 27-24",Won,Over
2021,NFC West,SF,20,@LAR,3.5,46,"L, 17-20",Won,Under
2018,NFC West,SF,14,SEA,3.5,44,"W, 26-23",Won,Over
2016,NFC West,SF,5,ARI,3.5,42.5,"L, 21-33",Lost,Over
2015,NFC West,SF,16,STL,3.5,37.5,"W, 19-16",Won,Unde
2013,NFC West,SF,10,@NOR,3.5,50,"L, 20-23",Won,Under
2011,NFC West,SF,11,@BAL,3.5,40.5,"L, 6-16",Lost,Under
2011,NFC West,SF,17,NOR,3.5,47,"W, 36-32",Won,Over
2007,NFC West,SF,8,@ATL,3.5,37,"L, 16-20",Lost,Under
2003,NFC West,SF,6,@SEA,3.5,44.5,"L, 19-20",Won,Under
2003,NFC West,SF,11,@GNB,3.5,40,"L, 10-20",Lost,Under
2021,NFC West,SF,18,@DAL,3,51,"W, 23-17",Won,Under
2020,NFC West,SF,7,@NWE,3,44.5,"W, 33-6",Won,Under
2019,NFC West,SF,5,@LAR,3,49.5,"W, 20-7",Won,Under
2018,NFC West,SF,13,DEN,3,45.5,"W, 20-14",Won,Under
2017,NFC West,SF,3,LAR,3,40.5,"L, 39-41",Won,Over
2017,NFC West,SF,10,NYG,3,41.5,"W, 31-21",Won,Over
2013,NFC West,SF,16,@ARI,3,41,"W, 23-20",Won,Over
2011,NFC West,SF,2,DAL,3,41.5,"L, 24-27",Push,Over
2009,NFC West,SF,6,@HOU,3,44.5,"L, 21-24",Push,Over
2008,NFC West,SF,5,NWE,3,41,"L, 21-30",Lost,Over
2007,NFC West,SF,2,@STL,3,44,"W, 17-16",Won,Under
2007,NFC West,SF,5,BAL,3,34.5,"L, 7-9",Won,Under
2007,NFC West,SF,10,STL,3,39.5,"L, 9-13",Lost,Under
2007,NFC West,SF,12,@CAR,3,35,"L, 14-31",Lost,Over
2006,NFC West,SF,2,STL,3,44.5,"W, 20-13",Won,Under
2006,NFC West,SF,10,SEA,3,43.5,"W, 20-14",Won,Under
2005,NFC West,SF,4,@ARI,3,42,"L, 14-31",Lost,Over
2005,NFC West,SF,12,ARI,3,43.5,"L, 10-17",Lost,Under
2004,NFC West,SF,1,ATL,3,44.5,"L, 19-21",Won,Under
2003,NFC West,SF,2,@STL,3,47.5,"L, 24-27",Push,Over
2003,NFC West,SF,12,@BAL,3,37,"L, 6-44",Lost,Over
2003,NFC West,SF,14,@CIN,3,42,"L, 38-41",Push,Over
2002,NFC West,SF,8,@OAK,3,49.5,"W, 23-20",Won,Under
2022,NFC West,SF,8,@LAR,2.5,42,"W, 31-14",Won,Over
2022,NFC West,SF,20,@PHI,2.5,45.5,"L, 7-31",Lost,Under
2020,NFC West,SF,6,LAR,2.5,51,"W, 24-16",Won,Under
2017,NFC West,SF,9,ARI,2.5,39,"L, 10-20",Lost,Under
2017,NFC West,SF,12,@CHI,2.5,42,"W, 15-14",Won,Under
2016,NFC West,SF,1,LAR,2.5,43,"W, 28-0",Won,Under
2013,NFC West,SF,2,@SEA,2.5,43.5,"L, 3-29",Lost,Under
2010,NFC West,SF,15,@STL,2.5,40,"L, 17-25",Lost,Over
2008,NFC West,SF,1,ARI,2.5,42,"L, 13-23",Lost,Under
2015,NFC West,SF,6,BAL,2,43.5,"W, 25-20",Won,Over
2012,NFC West,SF,15,@SEA,2,40.5,"L, 13-42",Lost,Over
2004,NFC West,SF,7,@CHI,2,35.5,"L, 13-23",Lost,Over
2002,NFC West,SF,16,@STL,2,39.5,"L, 20-31",Lost,Over
2019,NFC West,SF,19,KAN,1.5,52.5,"L, 20-31",Lost,Under
2018,NFC West,SF,9,OAK,1.5,44,"W, 34-3",Won,Under
2018,NFC West,SF,11,@TAM,1.5,54.5,"L, 9-27",Lost,Under
2015,NFC West,SF,1,MIN,1.5,41.5,"W, 20-3",Won,Under
2015,NFC West,SF,13,@CLE,1.5,41.5,"L, 10-24",Lost,Under
2007,NFC West,SF,7,NOR,1.5,40,"L, 10-31",Lost,Over
2002,NFC West,SF,6,@NOR,1.5,48.5,"L, 27-35",Lost,Over
2022,NFC West,SF,7,KAN,1,49,"L, 23-44",Lost,Over
2020,NFC West,SF,8,@SEA,1,54.5,"L, 27-37",Lost,Over
2019,NFC West,SF,1,@TAM,1,51,"W, 31-17",Won,Under
2019,NFC West,SF,2,@CIN,1,46,"W, 41-17",Won,Over
2019,NFC West,SF,13,@NOR,1,45,"W, 48-46",Won,Over
2017,NFC West,SF,5,@IND,1,43.5,"L, 23-26",Lost,Over
2017,NFC West,SF,13,@HOU,1,45.5,"W, 26-16",Won,Under
2016,NFC West,SF,4,DAL,1,44.5,"L, 17-24",Lost,Under
2011,NFC West,SF,3,@CIN,1,38.5,"W, 13-8",Won,Under
2007,NFC West,SF,4,SEA,1,40.5,"L, 3-23",Lost,Under
2005,NFC West,SF,16,HOU,1,37.5,"W, 20-17",Won,Under
2016,NFC West,SF,12,@CHI,0,44,"L, 6-26",Lost,Under
2004,NFC West,SF,11,MIA,0,37.5,"L, 17-24",Lost,Over
2003,NFC West,SF,4,@MIN,0,43,"L, 7-35",Lost,Under
2016,NFC West,SF,7,TAM,-1,45,"L, 17-34",Lost,Over
2013,NFC West,SF,18,@CAR,-1,41,"W, 23-10",Won,Under
2009,NFC West,SF,2,SEA,-1,38.5,"W, 23-10",Won,Under
2009,NFC West,SF,5,ATL,-1,39.5,"L, 10-45",Lost,Over
2009,NFC West,SF,12,@SEA,-1,41.5,"L, 17-20",Lost,Under
2004,NFC West,SF,5,ARI,-1,36.5,"W, 31-28",Won,Over
2024,NFC West,SF,7,KAN,-1.5,47,"L, 18-28",Lost,Under
2024,NFC West,SF,15,@MIA,-1.5,44.5,"L, 17-29",Lost,Over
2023,NFC West,SF,1,@PIT,-1.5,41.5,"W, 30-7",Won,Under
2022,NFC West,SF,3,@DEN,-1.5,44.5,"L, 10-11",Lost,Under
2022,NFC West,SF,4,LAR,-1.5,42.5,"W, 24-9",Won,Under
2021,NFC West,SF,13,@CIN,-1.5,49,"W, 26-23",Won,Push
2020,NFC West,SF,12,BUF,-1.5,48,"L, 24-34",Lost,Over
2014,NFC West,SF,12,SEA,-1.5,40.5,"L, 3-19",Lost,Under
2014,NFC West,SF,15,SDG,-1.5,40.5,"L, 35-38",Lost,Over
2012,NFC West,SF,11,@NOR,-1.5,50,"W, 31-21",Won,Over
2004,NFC West,SF,9,CAR,-1.5,41.5,"L, 27-37",Lost,Over
2023,NFC West,SF,20,KAN,-2,47.5,"L, 22-25",Lost,Under
2013,NFC West,SF,13,SEA,-2,41,"W, 19-17",Push,Under
2011,NFC West,SF,18,NYG,-2,41.5,"L, 17-20",Lost,Under
2010,NFC West,SF,11,@ARI,-2,42,"W, 27-6",Won,Under
2021,NFC West,SF,4,SEA,-2.5,52,"L, 21-28",Lost,Under
2018,NFC West,SF,8,@ARI,-2.5,40,"L, 15-18",Lost,Under
2017,NFC West,SF,14,TEN,-2.5,44.5,"W, 25-23",Lost,Over
2011,NFC West,SF,15,@SEA,-2.5,37,"W, 19-17",Lost,Under
2010,NFC West,SF,7,@CAR,-2.5,35.5,"L, 20-23",Lost,Over
2010,NFC West,SF,8,DEN,-2.5,41.5,"W, 24-16",Won,Under
2003,NFC West,SF,16,SEA,-2.5,46.5,"L, 17-24",Lost,Under
2002,NFC West,SF,10,@SDG,-2.5,43,"L, 17-20",Lost,Under
2024,NFC West,SF,13,CHI,-3,43.5,"W, 38-13",Won,Over
2024,NFC West,SF,14,LAR,-3,48.5,"L, 6-12",Lost,Under
2023,NFC West,SF,9,@JAX,-3,44.5,"W, 34-3",Won,Under
2023,NFC West,SF,12,@PHI,-3,48,"W, 42-19",Won,Over
2022,NFC West,SF,14,@SEA,-3,43,"W, 21-13",Won,Under
2021,NFC West,SF,2,@PHI,-3,49,"W, 17-11",Won,Under
2021,NFC West,SF,3,GNB,-3,50.5,"L, 28-30",Lost,Over
2020,NFC West,SF,3,@NYG,-3,44,"W, 36-9",Won,Over
2020,NFC West,SF,13,WAS,-3,43.5,"L, 15-23",Lost,Under
2019,NFC West,SF,11,GNB,-3,48,"W, 37-8",Won,Under
2018,NFC West,SF,5,ARI,-3,40.5,"L, 18-28",Lost,Over
2018,NFC West,SF,10,NYG,-3,45,"L, 23-27",Lost,Over
2016,NFC West,SF,13,NYJ,-3,42.5,"L, 17-23",Lost,Under
2014,NFC West,SF,3,@ARI,-3,42,"L, 14-23",Lost,Under
2013,NFC West,SF,7,@TEN,-3,41,"W, 31-17",Won,Over
2013,NFC West,SF,17,@GNB,-3,46.5,"W, 23-20",Push,Under
2012,NFC West,SF,17,GNB,-3,45.5,"W, 45-31",Won,Over
2011,NFC West,SF,5,TAM,-3,41.5,"W, 48-3",Won,Over
2011,NFC West,SF,14,PIT,-3,37,"W, 20-3",Won,Under
2010,NFC West,SF,1,@SEA,-3,37,"L, 6-31",Lost,Push
2010,NFC West,SF,3,@KAN,-3,38,"L, 10-31",Lost,Over
2010,NFC West,SF,5,PHI,-3,38.5,"L, 24-27",Lost,Over
2009,NFC West,SF,9,CHI,-3,43.5,"W, 10-6",Won,Under
2009,NFC West,SF,11,JAX,-3,42.5,"W, 20-3",Won,Under
2008,NFC West,SF,16,WAS,-3,37,"W, 27-24",Push,Over
2007,NFC West,SF,1,ARI,-3,46.5,"W, 20-17",Push,Under
2002,NFC West,SF,5,@SEA,-3,43.5,"W, 28-21",Won,Over
2002,NFC West,SF,14,GNB,-3,42.5,"L, 14-20",Lost,Under
2002,NFC West,SF,17,NYG,-3,41,"W, 39-38",Lost,Over
2024,NFC West,SF,6,@SEA,-3.5,49,"W, 36-24",Won,Over
2023,NFC West,SF,5,DAL,-3.5,45,"W, 42-10",Won,Over
2022,NFC West,SF,13,TAM,-3.5,37.5,"W, 35-7",Won,Over
2021,NFC West,SF,8,ARI,-3.5,45,"L, 17-31",Lost,Over
2021,NFC West,SF,11,MIN,-3.5,49,"W, 34-26",Won,Over
2021,NFC West,SF,12,@SEA,-3.5,45.5,"L, 23-30",Lost,Over
2021,NFC West,SF,15,@TEN,-3.5,44,"L, 17-20",Lost,Under
2019,NFC West,SF,16,@SEA,-3.5,47,"W, 26-21",Won,Push
2014,NFC West,SF,6,@STL,-3.5,44.5,"W, 31-17",Won,Over
2011,NFC West,SF,13,@ARI,-3.5,40,"L, 19-21",Lost,Push
2010,NFC West,SF,10,TAM,-3.5,41.5,"L, 0-21",Lost,Under
2008,NFC West,SF,15,@STL,-3.5,42,"W, 17-16",Lost,Under
2006,NFC West,SF,5,OAK,-3.5,39.5,"W, 34-20",Won,Over
2002,NFC West,SF,2,DEN,-3.5,44,"L, 14-24",Lost,Under
2002,NFC West,SF,15,@ARI,-3.5,41,"W, 17-14",Lost,Under
2024,NFC West,SF,1,NYJ,-4,43.5,"W, 32-19",Won,Over
2023,NFC West,SF,17,LAR,-4,41,"L, 20-21",Lost,Push
2022,NFC West,SF,19,DAL,-4,47,"W, 19-12",Won,Under
2021,NFC West,SF,6,IND,-4,42.5,"L, 18-30",Lost,Over
2021,NFC West,SF,7,@CHI,-4,39.5,"W, 33-22",Won,Over
2020,NFC West,SF,14,@DAL,-4,46,"L, 33-41",Lost,Over
2014,NFC West,SF,10,@NYG,-4,44.5,"W, 16-10",Won,Under
2013,NFC West,SF,4,@STL,-4,42.5,"W, 35-11",Won,Over
2012,NFC West,SF,4,@NYJ,-4,41,"W, 34-0",Won,Under
2011,NFC West,SF,9,NYG,-4,42.5,"W, 27-20",Won,Over
2009,NFC West,SF,8,TEN,-4,40.5,"L, 27-34",Lost,Over
2006,NFC West,SF,13,GNB,-4,43.5,"L, 19-30",Lost,Over
2006,NFC West,SF,15,ARI,-4,45,"L, 20-26",Lost,Over
2003,NFC West,SF,10,PIT,-4,41.5,"W, 30-14",Won,Over
2002,NFC West,SF,1,@NYG,-4,39,"W, 16-13",Lost,Under
2024,NFC West,SF,2,@MIN,-4.5,46,"L, 17-23",Lost,Under
2024,NFC West,SF,8,DAL,-4.5,47,"W, 30-24",Won,Over
2023,NFC West,SF,8,CIN,-4.5,44.5,"L, 17-31",Lost,Over
2022,NFC West,SF,6,@ATL,-4.5,45,"L, 14-28",Lost,Under
2022,NFC West,SF,12,MIA,-4.5,45.5,"W, 33-17",Won,Over
2019,NFC West,SF,7,CAR,-4.5,41,"W, 51-13",Won,Over
2014,NFC West,SF,1,@DAL,-4.5,51,"W, 28-17",Won,Under
2013,NFC West,SF,5,HOU,-4.5,43,"W, 34-3",Won,Under
2013,NFC West,SF,14,@TAM,-4.5,41,"W, 33-14",Won,Over
2012,NFC West,SF,18,@ATL,-4.5,49,"W, 28-24",Lost,Over
2012,NFC West,SF,19,BAL,-4.5,48,"L, 31-34",Lost,Over
2011,NFC West,SF,8,@WAS,-4.5,37.5,"W, 19-11",Won,Under
2010,NFC West,SF,9,STL,-4.5,39,"W, 23-20",Lost,Over
2002,NFC West,SF,13,@DAL,-4.5,40,"W, 31-27",Lost,Over
2019,NFC West,SF,4,CLE,-5,47.5,"W, 31-3",Won,Under
2014,NFC West,SF,4,PHI,-5,50,"W, 26-21",Push,Under
2014,NFC West,SF,5,KAN,-5,44,"W, 22-17",Push,Under
2013,NFC West,SF,1,GNB,-5,48,"W, 34-28",Won,Over
2013,NFC West,SF,11,@WAS,-5,45.5,"W, 27-6",Won,Under
2012,NFC West,SF,10,CHI,-5,35,"W, 32-7",Won,Over
2010,NFC West,SF,13,SEA,-5,43,"W, 40-21",Won,Over
2008,NFC West,SF,3,DET,-5,47,"W, 31-13",Won,Under
2002,NFC West,SF,9,KAN,-5,49,"W, 17-13",Lost,Under
2013,NFC West,SF,9,CAR,-5.5,43,"L, 9-10",Lost,Under
2008,NFC West,SF,8,SEA,-5.5,41.5,"L, 13-34",Lost,Over
2023,NFC West,SF,15,BAL,-6,46.5,"L, 19-33",Lost,Over
2022,NFC West,SF,1,@CHI,-6,38,"L, 10-19",Lost,Under
2019,NFC West,SF,3,PIT,-6,44.5,"W, 24-20",Lost,Under
2018,NFC West,SF,2,DET,-6,48.5,"W, 30-27",Lost,Over
2017,NFC West,SF,16,@LAR,-6,44.5,"W, 34-13",Won,Over
2011,NFC West,SF,1,SEA,-6,38,"W, 33-17",Won,Over
2010,NFC West,SF,16,ARI,-6,39,"W, 38-7",Won,Over
2002,NFC West,SF,4,STL,-6,41.5,"W, 37-13",Won,Over
2024,NFC West,SF,3,@LAR,-6.5,43.5,"L, 24-27",Lost,Over
2024,NFC West,SF,9,@TAM,-6.5,50.5,"W, 23-20",Lost,Under
2024,NFC West,SF,10,SEA,-6.5,48,"L, 17-20",Lost,Under
2022,NFC West,SF,5,@CAR,-6.5,39.5,"W, 37-15",Won,Over
2022,NFC West,SF,15,WAS,-6.5,37.5,"W, 37-20",Won,Over
2021,NFC West,SF,10,@JAX,-6.5,45,"W, 30-10",Won,Under
2019,NFC West,SF,9,SEA,-6.5,47,"L, 24-27",Lost,Over
2014,NFC West,SF,16,ARI,-6.5,37.5,"W, 20-17",Lost,Under
2003,NFC West,SF,1,CHI,-6.5,40.5,"W, 49-7",Won,Over
2024,NFC West,SF,5,ARI,-7,49,"L, 23-24",Lost,Under
2023,NFC West,SF,7,@MIN,-7,44,"L, 17-22",Lost,Under
2023,NFC West,SF,19,DET,-7,51.5,"W, 34-31",Lost,Over
2020,NFC West,SF,1,ARI,-7,48.5,"L, 20-24",Lost,Under
2020,NFC West,SF,2,@NYJ,-7,41.5,"W, 31-13",Won,Over
2019,NFC West,SF,15,LAR,-7,45.5,"W, 34-31",Lost,Over
2019,NFC West,SF,17,MIN,-7,44.5,"W, 27-10",Won,Under
2014,NFC West,SF,2,CHI,-7,47.5,"L, 20-28",Lost,Over
2012,NFC West,SF,2,DET,-7,46,"W, 27-19",Won,Push
2012,NFC West,SF,3,@MIN,-7,42.5,"L, 13-24",Lost,Under
2012,NFC West,SF,6,NYG,-7,46.5,"L, 3-26",Lost,Under
2012,NFC West,SF,8,@ARI,-7,38.5,"W, 24-3",Won,Under
2010,NFC West,SF,6,OAK,-7,41,"W, 17-9",Won,Under
2009,NFC West,SF,16,@STL,-7,39.5,"W, 28-6",Won,Under
2008,NFC West,SF,10,STL,-7,43.5,"W, 35-16",Won,Over
2003,NFC West,SF,3,CLE,-7,44.5,"L, 12-13",Lost,Under
2003,NFC West,SF,8,@ARI,-7,41,"L, 13-16",Lost,Under
2002,NFC West,SF,11,PHI,-7,37.5,"L, 17-38",Lost,Over
2023,NFC West,SF,2,@LAR,-7.5,44.5,"W, 30-23",Lost,Over
2023,NFC West,SF,11,@SEA,-7.5,43.5,"W, 31-13",Won,Over
2022,NFC West,SF,9,LAC,-7.5,45,"W, 22-16",Lost,Under
2013,NFC West,SF,12,STL,-7.5,40.5,"W, 23-13",Won,Under
2012,NFC West,SF,7,SEA,-7.5,37.5,"W, 13-6",Lost,Under
2003,NFC West,SF,5,DET,-7.5,42.5,"W, 24-17",Lost,Under
2022,NFC West,SF,10,@ARI,-8,43,"W, 38-10",Won,Over
2019,NFC West,SF,18,GNB,-8,46.5,"W, 37-20",Won,Over
2012,NFC West,SF,12,@STL,-8,41,"L, 13-16",Lost,Under
2021,NFC West,SF,14,ATL,-8.5,48,"W, 31-13",Won,Under
2020,NFC West,SF,4,PHI,-8.5,45.5,"L, 20-25",Lost,Under
2020,NFC West,SF,5,MIA,-8.5,50.5,"L, 17-43",Lost,Over
2002,NFC West,SF,7,ARI,-8.5,40.5,"W, 38-28",Won,Over
2002,NFC West,SF,12,SEA,-8.5,43.5,"W, 31-24",Lost,Over
2022,NFC West,SF,2,SEA,-9,40.5,"W, 27-7",Won,Under
2022,NFC West,SF,11,NOR,-9,43,"W, 13-0",Won,Under
2021,NFC West,SF,1,@DET,-9,45.5,"W, 41-33",Lost,Over
2014,NFC West,SF,13,@OAK,-9,40.5,"L, 13-24",Lost,Under
2023,NFC West,SF,6,@CLE,-9.5,35.5,"L, 17-19",Lost,Over
2022,NFC West,SF,16,@LVR,-9.5,42.5,"W, 37-34",Lost,Over
2022,NFC West,SF,18,SEA,-9.5,42,"W, 41-23",Won,Over
2014,NFC West,SF,11,WAS,-9.5,44,"W, 17-13",Lost,Under
2011,NFC West,SF,7,CLE,-9.5,38.5,"W, 20-10",Won,Under
2009,NFC West,SF,4,STL,-9.5,36.5,"W, 35-0",Won,Under
2024,NFC West,SF,4,NWE,-10,40.5,"W, 30-13",Won,Over
2023,NFC West,SF,18,GNB,-10,50.5,"W, 24-21",Lost,Under
2019,NFC West,SF,6,@WAS,-10,39,"W, 9-0",Lost,Under
2019,NFC West,SF,10,ARI,-10,44,"W, 36-26",Push,Over
2013,NFC West,SF,3,IND,-10,45.5,"L, 7-27",Lost,Under
2012,NFC West,SF,5,BUF,-10,45,"W, 45-3",Won,Over
2011,NFC West,SF,10,ARI,-10,40.5,"W, 23-7",Won,Under
2002,NFC West,SF,3,WAS,-10,44,"W, 20-10",Push,Under
2023,NFC West,SF,3,NYG,-10.5,43.5,"W, 30-12",Won,Under
2019,NFC West,SF,8,@ARI,-10.5,43.5,"W, 28-25",Lost,Over
2019,NFC West,SF,14,ATL,-10.5,50,"L, 22-29",Lost,Over
2014,NFC West,SF,8,STL,-10.5,44,"L, 10-13",Lost,Under
2013,NFC West,SF,6,ARI,-10.5,40.5,"W, 32-20",Won,Over
2012,NFC West,SF,13,MIA,-10.5,38.5,"W, 27-13",Won,Over
2003,NFC West,SF,13,ARI,-10.5,40.5,"W, 50-14",Won,Over
2023,NFC West,SF,14,@ARI,-12,48.5,"W, 45-29",Won,Over
2021,NFC West,SF,16,HOU,-12.5,43.5,"W, 23-7",Won,Under
2011,NFC West,SF,16,@STL,-12.5,34.5,"W, 34-27",Lost,Over
2023,NFC West,SF,10,TAM,-13,41,"W, 27-14",Push,Push
2012,NFC West,SF,9,STL,-13,38,"T, 24-24",Lost,Over
2023,NFC West,SF,13,SEA,-13.5,46.5,"W, 28-16",Lost,Under
2023,NFC West,SF,16,@WAS,-14,49.5,"W, 27-10",Won,Under
2022,NFC West,SF,17,ARI,-14,39.5,"W, 38-13",Won,Over
2009,NFC West,SF,15,DET,-14,41,"W, 20-6",Push,Under
2013,NFC West,SF,8,@JAX,-14.5,40,"W, 42-10",Won,Over
2013,NFC West,SF,15,ATL,-14.5,46,"W, 34-24",Lost,Over
2011,NFC West,SF,12,STL,-14.5,38.5,"W, 26-0",Won,Under
2023,NFC West,SF,4,ARI,-16.5,44.5,"W, 35-16",Won,Over
2012,NFC West,SF,16,ARI,-16.5,39.5,"W, 27-13",Lost,Over
2002,NFC South,ATL,1,@GNB,7,42.5,"L, 34-37",Won,Over
2002,NFC South,ATL,2,CHI,-2.5,45,"L, 13-14",Lost,Under
2002,NFC South,ATL,3,CIN,-7,42.5,"W, 30-3",Won,Under
2002,NFC South,ATL,4,TAM,-2.5,38.5,"L, 6-20",Lost,Under
2002,NFC South,ATL,5,@NYG,6,35.5,"W, 17-10",Won,Under
2002,NFC South,ATL,6,CAR,-4,35.5,"W, 30-0",Won,Under
2002,NFC South,ATL,7,@NOR,3.5,47,"W, 37-35",Won,Over
2002,NFC South,ATL,8,BAL,-7,40.5,"W, 20-17",Lost,Under
2002,NFC South,ATL,9,@PIT,5.5,42.5,"T, 34-34",Won,Over
2002,NFC South,ATL,10,NOR,-1.5,51,"W, 24-17",Won,Under
2002,NFC South,ATL,11,@CAR,-3.5,37,"W, 41-0",Won,Over
2002,NFC South,ATL,12,@MIN,-3.5,47.5,"W, 30-24",Won,Over
2002,NFC South,ATL,13,@TAM,3.5,37,"L, 10-34",Lost,Over
2002,NFC South,ATL,14,SEA,-9.5,46,"L, 24-30",Lost,Over
2002,NFC South,ATL,15,DET,-10.5,44,"W, 36-15",Won,Over
2002,NFC South,ATL,16,@CLE,-2.5,41,"L, 16-24",Lost,Under
2002,NFC South,ATL,17,@GNB,6.5,40.5,"W, 27-7",Won,Under
2002,NFC South,ATL,18,@PHI,7.5,38.5,"L, 6-20",Lost,Under
2003,NFC South,ATL,1,@DAL,2,36.5,"W, 27-13",Won,Over
2003,NFC South,ATL,2,WAS,-3,39.5,"L, 31-33",Lost,Over
2003,NFC South,ATL,3,TAM,6.5,35.5,"L, 10-31",Lost,Over
2003,NFC South,ATL,4,@CAR,6,35.5,"L, 3-23",Lost,Under
2003,NFC South,ATL,5,MIN,4.5,43.5,"L, 26-39",Lost,Over
2003,NFC South,ATL,6,@STL,10,46,"L, 0-36",Lost,Under
2003,NFC South,ATL,7,NOR,3,42,"L, 17-45",Lost,Over
2003,NFC South,ATL,8,PHI,6,39.5,"L, 16-23",Lost,Under
2003,NFC South,ATL,9,@NYG,11.5,41,"W, 27-7",Won,Under
2003,NFC South,ATL,10,@NOR,9,44,"L, 20-23",Won,Under
2003,NFC South,ATL,11,TEN,6.5,44,"L, 31-38",Lost,Over
2003,NFC South,ATL,12,@HOU,3,42.5,"L, 13-17",Lost,Under
2003,NFC South,ATL,13,CAR,1,41,"W, 20-14",Won,Under
2003,NFC South,ATL,14,@IND,7.5,48,"L, 7-38",Lost,Under
2003,NFC South,ATL,15,@TAM,6.5,38.5,"W, 30-28",Won,Over
2003,NFC South,ATL,16,JAX,-2.5,44,"W, 21-14",Won,Under
2004,NFC South,ATL,1,@SFO,-3,44.5,"W, 21-19",Lost,Under
2004,NFC South,ATL,2,STL,-2,46,"W, 34-17",Won,Over
2004,NFC South,ATL,3,ARI,-11,44,"W, 6-3",Lost,Under
2004,NFC South,ATL,4,@CAR,3.5,39,"W, 27-10",Won,Under
2004,NFC South,ATL,5,DET,-6.5,41,"L, 10-17",Lost,Under
2004,NFC South,ATL,6,SDG,-5.5,43,"W, 21-20",Lost,Under
2004,NFC South,ATL,7,@KAN,3.5,44.5,"L, 10-56",Lost,Over
2004,NFC South,ATL,8,@DEN,7,39.5,"W, 41-28",Won,Over
2004,NFC South,ATL,9,TAM,-3.5,41,"W, 24-14",Won,Under
2004,NFC South,ATL,10,@NYG,-3,40,"W, 14-10",Won,Under
2004,NFC South,ATL,11,NOR,-9,47.5,"W, 24-21",Lost,Under
2004,NFC South,ATL,12,@TAM,2,39.5,"L, 0-27",Lost,Under
2004,NFC South,ATL,13,OAK,-7.5,46,"W, 35-10",Won,Under
2004,NFC South,ATL,14,CAR,-3.5,41,"W, 34-31",Lost,Over
2004,NFC South,ATL,15,@NOR,6.5,44,"L, 13-26",Lost,Under
2004,NFC South,ATL,16,@SEA,5.5,41,"L, 26-28",Won,Over
2004,NFC South,ATL,17,STL,-6.5,49,"W, 47-17",Won,Over
2004,NFC South,ATL,18,@PHI,6,37,"L, 10-27",Lost,Push
2005,NFC South,ATL,1,PHI,2,41.5,"W, 14-10",Won,Under
